From	To
P34810	CD68
Q9UHP7	CLEC2D
P34913	EPHX2
P34972	CNR2
P35070	BTC
P49771	FLT3LG
Q03405	PLAUR
Q9H0I3	CCDC113
Q9NTX7	RNF146
P35125	USP6
Q8TEE9	SAP25
Q96EA4	SPDL1
Q9UJY4	GGA2
Q5W0B1	OBI1
P35244	RPA3
P35249	RFC4
P35250	RFC2
P35251	RFC1
P35452	HOXD12
P35475	IDUA
P35498	SCN1A
P35523	CLCN1
P35544	FAU
Q9UIJ5	ZDHHC2
Q96FA3	PELI1
P35573	AGL
Q53FM2	C1orf48
Q96IY1	NSL1
P49662	CASP4
P35610	SOAT1
P35613	BSG
P40925	MDH1
Q9H7E2	TDRD3
V9HWF2	HEL-S-32
P98153	DGCR2
Q494R4	CCDC153
Q4ACW9	TWEAK
Q6PJT7	ZC3H14
Q96QL1	ZNF323
P35680	HNF1B
P47985	UQCRFS1
Q96A09	TENT5B
P35712	SOX6
P35713	SOX18
P51608	MECP2
P35869	AHR
Q13057	COASY
Q9GZW8	MS4A7
P35968	KDR
Q16401	PSMD5
P36382	GJA5
Q9P0L2	MARK1
Q9Y2Y0	ARL2BP
P49789	FHIT
Q08499	PDE4D
Q12815	TROAP
Q13356	PPIL2
Q64LD2	WDR25
Q7L4I2	RSRC2
Q86WR0	CCDC25
Q8N2X6	EXOC3-AS1
Q969K3	RNF34
Q96M91	CFAP53
Q9BRJ2	MRPL45
Q9BYD3	MRPL4
Q9H0W8	SMG9
Q9NS91	RAD18
Q9UMS0	NFU1
P36508	ZNF76
P36537	UGT2B10
Q96IZ0	PAWR
Q9UQN3	CHMP2B
Q9Y3M9	ZNF337
P36544	CHRNA7
P36551	CPOX
Q8IZ40	RCOR2
Q93091	RNASE6
P36639	NUDT1
Q6NXS1	PPP1R2B
Q9H175	CSRNP2
P48730	CSNK1D
P49795	RGS19
P51153	RAB13
Q00005	PPP2R2B
Q00532	CDKL1
Q12834	CDC20
Q15669	RHOH
Q16625	OCLN
Q16828	DUSP6
Q2M1Z3	ARHGAP31
Q6ICQ8	ARHG
Q7Z418	KCNK18
Q8NFA2	NOXO1
Q8NFH4	NUP37
Q8TAX0	OSR1
Q9BST9	RTKN
Q9BTX7	TTPAL
Q9BVA0	KATNB1
Q9BZG1	RAB34
Q9GZM3	POLR2J2
Q9H082	RAB33B
Q9H3Q1	CDC42EP4
Q9NSN8	SNTG1
Q9NZC7	WWOX
Q9UHE5	NAT8
Q9UIK4	DAPK2
Q9Y689	ARL5A
Q9Y6I7	WSB1
Q9Y6J8	STYXL1
V9HVY4	HEL-177
P36941	LTBR
P36954	POLR2I
Q13045	FLII
Q9H6F5	CCDC86
P36959	GMPR
P37108	SRP14
P61970	NUTF2
Q12934	BFSP1
Q13444	ADAM15
Q8NCX0	CCDC150
Q96QU8	XPO6
Q9Y547	HSPB11
Q9BXJ5	C1QTNF2
Q149N8	SHPRH
Q9BTV4	TMEM43
Q9Y230	RUVBL2
V9HWE0	HEL-S-7
P37802	TAGLN2
Q15415	RBMY1F
Q15415	RBMY1J
Q96AH0	NABP1
Q96MS0	ROBO3
Q58EX7	PLEKHG4
Q5SQH4	DHX16
Q674X7	KAZN
Q96EX3	DYNC2I2
Q96HC4	PDLIM5
Q9H2G4	TSPYL2
Q9P291	ARMCX1
Q9P2G9	KLHL8
P38484	IFNGR2
P38570	ITGAE
P38919	EIF4A3
Q6PII3	CCDC174
Q9HCG8	CWC22
Q02978	SLC25A11
Q07020	RPL18
Q14397	GCKR
Q6EMB2	TTLL5
Q96DB2	HDAC11
P39019	RPS19
P39060	COL18A1
P39656	DDOST
P40121	CAPG
P40189	IL6ST
Q86VQ0	LCA5
Q96K17	BTF3L4
Q96MF7	NSMCE2
P40225	THPO
Q9UH92	MLX
Q9UKK3	PARP4
Q9Y5B9	SUPT16H
Q96LC9	BMF
P40337	VHL
P42285	MTREX
Q9NXF8	ZDHHC7
Q96DX7	TRIM44
Q9UBF1	MAGEC2
Q9BV10	ALG12
U5Z754	ND1
P40617	ARL4A
Q6NSI4	RADX
P41218	MNDA
P46781	RPS9
P49137	MAPKAPK2
Q15672	TWIST1
Q6P1L5	FAM117B
Q7Z3M2	DKFZp686H01244
Q86WK9	PAQR7
Q8N6P7	IL22RA1
Q8N960	CEP120
Q8TAE8	GADD45GIP1
Q8WVB6	CHTF18
Q8WW38	ZFPM2
Q92665	MRPS31
Q96DZ7	TM4SF19
Q96G01	BICD1
Q96JC1	VPS39
Q96KP4	CNDP2
Q9NSI6	BRWD1
Q9ULD0	OGDHL
Q9Y4J8	DTNA
P40818	USP8
P56589	PEX3
Q9NPF7	IL23A
Q9P0R6	GSKIP
Q9Y5Y5	PEX16
P40938	RFC3
P51681	CCR5
Q9Y394	DHRS7
P41162	ETV3
P57796	CABP4
P41212	ETV6
P61019	RAB2A
Q13467	FZD5
Q14524	SCN5A
Q9H596	DUSP21
Q9P244	LRFN1
Q9UBQ0	VPS29
Q9Y262	EIF3L
P41223	BUD31
Q6W2J9	BCOR
P41236	PPP1R2
P41250	GARS1
Q02779	MAP3K10
P41271	NBL1
P62166	NCS1
P41587	VIPR2
Q96QD9	FYTTD1
P42126	ECI1
Q13813	SPTAN1
Q31612	HLA-B
Q5JPE7	NOMO2
Q7GXZ4	ND4L
Q9Y566	SHANK1
Q8N680	ZBTB2
P82932	MRPS6
Q8NBQ7	AQP11
Q8TC21	ZNF596
P42262	GRIA2
Q8WUA4	GTF3C2
P42330	AKR1C3
Q9UKV3	ACIN1
Q9UII2	ATP5IF1
P42345	MTOR
Q9UHY7	ENOPH1
Q9Y227	ENTPD4
Q9C002	NMES1
P42694	HELZ
P42701	IL12RB1
P42704	LRPPRC
Q96HU1	SGSM3
V9HVX7	HEL-S-4
Q15642	TRIP10
Q8NHU6	TDRD7
Q9Y6Y9	LY96
P42830	CXCL5
P42857	NSG1
P68431	H3C1
P68431	H3C10
P68431	H3C11
P68431	H3C12
P68431	H3C2
P68431	H3C3
P68431	H3C4
P68431	H3C6
P68431	H3C7
P68431	H3C8
Q05639	EEF1A2
Q06732	ZNF33B
Q14195	DPYSL3
Q15119	PDK2
Q2NKX8	ERCC6L
Q8N7X4	MAGEB6
Q8WTP9	XAGE3
Q96EE4	CCDC126
Q96KD3	FAM71F1
Q99797	MIPEP
Q9BVA6	FICD
Q9H1J1	UPF3A
Q9H4A5	GOLPH3L
Q9H7Z7	PTGES2
Q9HCI5	MAGEE1
Q9UI08	EVL
Q9UK73	FEM1B
P42892	ECE1
P43003	SLC1A3
P43004	SLC1A2
P43005	SLC1A1
P43034	PAFAH1B1
P43121	MCAM
P43220	GLP1R
P43353	ALDH3B1
Q14242	SELPLG
Q9H0J7	DKFZp434F0116
Q9NQG6	MIEF1
Q5TZF3	ANKRD45
Q53EQ6	TIGD5
Q9BZV1	UBXN6
Q12899	TRIM26
Q16619	CTF1
Q5SQN1	SNAP47
Q5SYB0	FRMPD1
Q6NSI1	ANKRD26P1
Q8N3X6	LCORL
Q96FG2	ELMOD3
Q96GY3	LIN37
Q9BQE9	BCL7B
Q9H2L5	RASSF4
Q9NXC2	GFOD1
Q5H9J7	BEX5
Q9BS40	LXN
P43362	MAGEA9
P43362	MAGEA9B
P46926	GNPDA1
P49675	STAR
P51649	ALDH5A1
Q07343	PDE4B
Q5HYH4	DKFZp313B1621
Q68CQ4	UTP25
Q6PEW1	ZCCHC12
Q8IXB1	DNAJC10
Q8N131	TMEM123
Q8N1Q8	THEM5
Q8N490	PNKD
Q8NEG5	ZSWIM2
Q8WYS4	pp9457
Q92613	JADE3
Q96BY6	DOCK10
Q96CB9	NSUN4
Q9BQP7	MGME1
Q9BW11	MXD3
Q9H204	MED28
Q9H875	PRKRIP1
Q9NXH9	TRMT1
Q9Y375	NDUFAF1
Q14CZ7	FASTKD3
Q6PH81	C16orf87
Q8N5T2	TBC1D19
Q9H019	MTFR1L
P43681	CHRNA4
P43694	GATA4
P43897	TSFM
P45381	ASPA
Q9NZ09	UBAP1
Q14828	MG44
Q9BWN1	PRR14
Q8WZ73	RFFL
P49913	CAMP
P51659	HSD17B4
Q02108	GUCY1A1
Q06210	GFPT1
Q14697	GANAB
Q86T29	ZNF605
Q96T37	RBM15
Q9NP77	SSU72
V9HWJ0	HEL-S-164nA
P45985	MAP2K4
Q9Y2B1	RXYLT1
P55287	CDH11
P80404	ABAT
Q12841	FSTL1
Q18PE1	DOK7
Q5JSZ5	PRRC2B
Q5SZD1	C6orf141
Q6QEF8	CORO6
Q70EK8	USP53
Q8NI27	THOC2
Q8TD91	MAGEC3
Q8WUD1	RAB2B
Q92854	SEMA4D
Q99504	EYA3
Q9NQW6	ANLN
Q9NRZ5	AGPAT4
Q9UBM4	OPTC
Q9UN73	PCDHA6
Q9UN75	PCDHA12
Q9Y3I0	RTCB
Q9Y5H5	PCDHA9
Q9Y5H6	PCDHA8
Q9Y5H7	PCDHA5
Q9Y5H8	PCDHA3
Q9Y5H9	PCDHA2
Q9Y5I1	PCDHA11
Q9Y5I2	PCDHA10
Q9Y5I3	PCDHA1
Q9H0V1	TMEM168
Q9UFD5	DKFZp434N181
P48304	REG1B
P50454	SERPINH1
P56556	NDUFA6
Q07507	DPT
Q6T4P5	PLPPR3
Q9H095	IQCG
Q9ULV1	FZD4
X5D3F6	IRF1
Q13608	PEX6
P46777	RPL5
Q9UN81	L1RE1
P51168	SCNN1B
Q5MJ09	SPANXN3
Q6NUN7	JHY
Q6ZTN6	ANKRD13D
Q6ZVM7	TOM1L2
Q8N9B8	RASGEF1A
Q8TAM6	ERMN
Q92541	RTF1
Q96A61	TRIM52
Q96B01	RAD51AP1
Q9BXU1	STK31
Q9NSI8	SAMSN1
P46937	YAP1
P46940	IQGAP1
P46952	HAAO
Q8NCD3	HJURP
Q9NQX7	ITM2C
Q9UG12	DKFZp566C233
Q6YP21	KYAT3
P47710	CSN1S1
P78368	CSNK1G2
P47755	CAPZA2
P47804	RGR
P47914	RPL29
Q9NX95	SYBU
P47992	XCL1
P50461	CSRP3
P51784	USP11
Q15404	RSU1
Q5VZL5	ZMYM4
Q9GZU2	PEG3
Q9P2N4	ADAMTS9
Q9UBB4	ATXN10
P48061	CXCL12
P48065	SLC6A12
P48200	IREB2
P48378	RFX2
P48426	PIP4K2A
Q6FII1	LOC51064
P48431	SOX2
P48436	SOX9
P48444	ARCN1
P49418	AMPH
Q96DU7	ITPKC
Q6ZVD7	STOX1
P48509	CD151
Q8IYS0	GRAMD1C
P48539	PCP4
P48551	IFNAR2
Q10570	CPSF1
Q13099	IFT88
Q9NTJ4	MAN2C1
Q9UHI6	DDX20
Q9UNL2	SSR3
P48637	GSS
P48728	AMT
P48736	PIK3CG
Q9UDV7	ZNF282
P48739	PITPNB
Q70IA8	MOB3C
Q9H8S9	MOB1A
Q9NPG2	NGB
Q16854	DGUOK
P49190	PTH2R
Q6IPU0	CENPP
Q7Z672	DKFZp779J2459
Q9H0X6	RNF208
P49321	NASP
Q71DI3	H3C13
Q71DI3	H3C14
Q71DI3	H3C15
Q9ULL5	PRR12
P52744	ZNF138
Q7L8A9	VASH1
Q9HD43	PTPRH
P61313	RPL15
P49411	TUFM
Q8N398	VWA5B2
Q8ND25	ZNRF1
P49454	CENPF
Q6ZT12	UBR3
Q8TAZ6	CMTM2
P49590	HARS2
Q10589	BST2
P49591	SARS1
P49593	PPM1F
P49638	TTPA
Q9NRW4	DUSP22
Q9UHV8	LGALS13
P49642	PRIM1
Q96DV4	MRPL38
Q99607	ELF4
Q1W6H9	FAM110C
Q14232	EIF2B1
Q8N129	CNPY4
Q92597	NDRG1
Q9UPT6	MAPK8IP3
P49711	CTCF
Q9Y6V7	DDX49
Q9NQX3	GPHN
P49755	TMED10
Q15696	ZRSR2
Q8TD17	ZNF398
P49765	VEGFB
P55809	OXCT1
Q92913	FGF13
Q96TC7	RMDN3
Q9BUP0	EFHD1
Q9UI10	EIF2B4
P49773	HINT1
Q12829	RAB40B
Q12802	AKAP13
Q4LE39	ARID4B
Q14204	DYNC1H1
Q8NBT2	SPC24
Q92902	HPS1
P49821	NDUFV1
P61960	UFM1
Q14147	DHX34
Q15847	ADIRF
Q2T9K0	TMEM44
Q5TBU5	hCG_1773630
Q969Q0	RPL36AL
Q96GR2	ACSBG1
Q9Y6E2	BZW2
Q02447	SP3
Q07864	POLE
P49863	GZMK
Q7L9L4	MOB1B
Q96QD5	DEPDC7
P49914	MTHFS
P49959	MRE11
P50053	KHK
Q9NQ69	LHX9
P50135	HNMT
P50148	GNAQ
P50897	PPT1
P51884	LUM
P50150	GNG4
Q5JUK9	PAGE3
Q96Q77	CIB3
Q9BSW7	SYT17
Q9H6Z4	RANBP3
P52198	RND2
P61601	NCALD
Q12888	TP53BP1
Q13065	GAGE1
Q13065	GAGE4
Q13068	GAGE1
Q13068	GAGE4
Q2M2Z5	KIZ
Q494X3	ZNF404
Q495W5	FUT11
Q5QJ74	TBCEL
Q5VTQ0	TTC39B
Q5VX52	SPATA1
Q6P1K1	SLC48A1
Q6PIV2	FOXR1
Q7Z2X7	PAGE2
Q86VF2	IGFN1
Q8IW36	ZNF695
Q8IZF0	NALCN
Q8N7F7	UBL4B
Q8N7M0	DYNLT5
Q8NEX5	WFDC9
Q8WWZ8	OIT3
Q8WYQ5	DGCR8
Q96DH6	MSI2
Q99943	AGPAT1
Q9BTY2	FUCA2
Q9H1Y0	ATG5
Q9HC56	PCDH9
Q9UHC6	CNTNAP2
Q9ULB4	CDH9
Q9UNF0	PACSIN2
Q9Y2B9	PKIG
Q9Y512	SAMM50
P50226	SULT1A2
P50238	CRIP1
P50281	MMP14
P55042	RRAD
P50336	PPOX
Q8N8X9	MAB21L3
Q9ULW3	ABT1
P50458	LHX2
P50479	PDLIM4
Q93033	CD101
Q53RC5	DKFZp547I014
P50914	RPL14
Q68DY9	ZNF772
Q6IMN6	CAPRIN2
Q75MR5	TOM7
Q9BZW5	TM6SF1
Q9P0U1	TOMM7
Q9UKM7	MAN1B1
Q9Y5X1	SNX9
P50583	NUDT2
P50616	TOB1
P50747	HLCS
Q96G75	RMND5B
Q15819	UBE2V2
Q9H808	TLE6
Q9NYG8	KCNK4
P50991	CCT4
P51003	PAPOLA
Q8N983	MRPL43
Q9BU76	MMTAG2
P51148	RAB5C
P51149	RAB7A
P51397	DAP
Q13562	NEUROD1
P51532	SMARCA4
P51570	GALK1
Q96N96	SPATA13
P51571	SSR4
P51654	GPC3
P55211	CASP9
Q16611	BAK1
P78545	ELF3
Q14139	UBE4A
Q68DV7	RNF43
Q6ZSG1	RNF165
Q86YT6	MIB1
Q8NHG8	ZNRF2
Q8WWF5	ZNRF4
Q96A37	RNF166
Q99714	HSD17B10
Q9BY78	RNF26
Q9H0F5	RNF38
Q9P2E3	ZNFX1
Q9UBF6	RNF7
P60174	TPI1
V9HWK1	HEL-S-49
P51674	GPM6A
P51687	SUOX
P51690	ARSL
Q4ZIN3	TMEM259
Q9Y2Z9	COQ6
Q6ULP2	AFTPH
P51787	KCNQ1
P51808	DYNLT3
Q13409	DYNC1I2
Q96BS2	TESC
P52788	SMS
Q8N5I9	NOPCHAP1
Q15021	NCAPD2
Q8IYT3	CCDC170
Q8N9V2	TRIML1
Q8TBC3	SHKBP1
Q5JTY5	CBWD3
Q5VTB9	RNF220
Q8N8N0	RNF152
Q9NVP2	ASF1B
Q9UII4	HERC5
Q14149	MORC3
Q5D1E8	ZC3H12A
Q8WV48	CCDC107
Q96NA2	RILP
Q9NSB8	HOMER2
Q9P2G1	ANKIB1
Q9UHY8	FEZ2
Q9UJW9	SERTAD3
Q9HAZ1	CLK4
P52298	NCBP2
P52306	RAP1GDS1
P60033	CD81
P52429	DGKE
P60763	RAC3
Q6FI97	BAF53A
Q6IBE6	SIAT4C
P52566	ARHGDIB
Q9P242	NYAP2
P52657	GTF2A2
Q14C86	GAPVD1
Q3LIC9	Nbla10236
Q58F21	BRDT
Q5F1R6	DNAJC21
Q7L1Q6	BZW1
Q8NB14	USP38
Q8NFC6	BOD1L1
Q8TEX9	IPO4
Q8WWU5	TCP11
Q92564	DCUN1D4
Q92598	HSPH1
Q9NV56	MRGBP
Q9Y4X5	ARIH1
P52739	ZNF131
P52746	ZNF142
P52888	THOP1
P52952	NKX2-5
P53004	BLVRA
Q7Z6J8	UBE3D
Q8IWB1	ITPRIP
Q5SQH8	C6orf136
Q5T280	SPOUT1
Q8IV63	VRK3
Q8NDZ2	SIMC1
Q96RK0	CIC
P53611	RABGGTB
P57081	WDR4
Q7Z5A9	TAFA1
Q96AX2	RAB37
Q9UBV7	B4GALT7
Q9Y5A7	NUB1
P53634	CTSC
P53672	CRYBA2
P53673	CRYBA4
Q6PD74	AAGAB
P53778	MAPK12
Q6FHZ7	ADFP
Q99541	PLIN2
Q9ULI4	KIF26A
P53804	TTC3
P53816	PLAAT3
P53999	SUB1
P54132	BLM
P54198	HIRA
Q14CB8	ARHGAP19
Q9BSU1	PHAF1
P54368	OAZ1
P57738	TCTA
P62760	VSNL1
P78330	PSPH
P80723	BASP1
Q06203	PPAT
Q08397	LOXL1
Q13303	KCNAB2
Q14671	PUM1
Q14982	OPCML
Q15032	R3HDM1
Q155Q3	DIXDC1
Q15800	MSMO1
Q580R0	C2orf27A
Q580R0	CDRT15P3
Q5TGY3	AHDC1
Q6IPW0	FLJ10404
Q6NXG1	ESRP1
Q6V0I7	FAT4
Q6ZMJ4	IL34
Q6ZVL6	KIAA1549L
Q7L0J3	SV2A
Q7Z570	ZNF804A
Q7Z6M4	MTERF4
Q86UT2	RICS
Q86UW1	SLC51A
Q86VZ5	SGMS1
Q8N196	SIX5
Q8N1N0	CLEC4F
Q8N554	ZNF276
Q8NDZ0	BEND2
Q8TBK2	SETD6
Q8WVX9	FAR1
Q8WW36	ZCCHC13
Q92609	TBC1D5
Q92794	KAT6A
Q96N03	VSTM2L
Q9C0B0	UNK
Q9H1U9	SLC25A51
Q9H305	CDIP1
Q9H4I2	ZHX3
Q9H7D0	DOCK5
Q9H9B1	EHMT1
Q9HBW0	LPAR2
Q9NR31	SAR1A
Q9NRX4	PHPT1
Q9NSD5	SLC6A13
Q9NTN9	SEMA4G
Q9UEY8	ADD3
Q9Y320	TMX2
Q9Y4E1	WASHC2C
Q9Y5P3	RAI2
V9HW95	HEL-S-84
Q14055	COL9A2
Q6FI91	TSPYL
Q99595	TIMM17A
Q9H0U9	TSPYL1
Q9NZM5	NOP53
P61204	ARF3
P98095	FBLN2
Q5ZEY4	GAPD
Q6ZWJ1	STXBP4
Q86TM6	SYVN1
Q8WYB5	KAT6B
Q99973	TEP1
Q9BSW2	CRACR2A
Q9HC77	CENPJ
Q9UBX5	FBLN5
Q9Y3V7	DKFZp586A1519
P80297	MT1X
P84098	RPL19
Q01813	PFKP
Q02539	H1-1
Q03426	MVK
Q05682	CALD1
Q07352	ZFP36L1
Q13247	SRSF6
Q14244	MAP7
Q14894	CRYM
Q14980	NUMA1
Q53S24	PTMAP7
Q5VT79	ANXA8L1
Q6N076	DKFZp686M02159
Q6P2H3	CEP85
Q6PG37	ZNF790
Q7Z4V5	HDGFL2
Q86VM9	ZC3H18
Q96C57	CUSTOS
Q96CM4	NXNL1
Q96G03	PGM2
Q96MG2	JSRP1
Q9BUQ8	DDX23
Q9BXI6	TBC1D10A
Q9H106	SIRPD
Q9H4G0	EPB41L1
Q9NZT2	OGFR
Q9UBL0	ARPP21
Q9UBW5	BIN2
Q9UJU6	DBNL
Q9UQ80	PA2G4
Q9Y3A5	SBDS
Q9Y3L3	SH3BP1
Q9Y3X0	CCDC9
V9HWD9	HEL107
V9HWH2	HEL-S-29
V9HWI0	HEL-S-165mP
V9HWJ1	HEL-S-64p
P54578	USP14
Q96PC3	AP1S3
Q5T7B8	KIF24
Q8NF99	ZNF397
P54709	ATP1B3
Q9H8M7	MINDY3
P54753	EPHB3
P54793	ARSF
Q8N1B3	CCNQ
P54849	EMP1
P54852	EMP3
P54886	ALDH18A1
P54922	ADPRH
P55008	AIF1
P55010	EIF5
Q92686	NRGN
P55039	DRG2
Q9H446	RWDD1
P56746	CLDN15
P58557	YBEY
Q8TBC8	C21orf57
Q96MW5	COG8
Q6ZP82	CCDC141
Q9NX61	TMEM161A
Q9NXR8	ING3
P55061	TMBIM6
Q96AJ9	VTI1A
Q8N4Q1	CHCHD4
Q9Y5J9	TIMM8B
P55145	MANF
P55196	AFDN
P55197	MLLT10
P62750	RPL23A
P62841	RPS15
P69905	HBA1
P69905	HBA2
Q86SG2	ANKRD23
Q9BTV5	FSD1
Q13489	BIRC3
Q9BUK6	MSTO1
P55263	ADK
Q9H8P0	SRD5A3
P55317	FOXA1
Q9HC62	SENP2
Q8NF68	FLJ00305
Q96JE7	SEC16B
P55789	GFER
P55851	UCP2
Q5W0Q7	USPL1
Q9BZJ0	CRNKL1
Q6PK04	CCDC137
Q93052	LPP
P56180	TPTE
P56181	NDUFV3
P56182	RRP1
P56277	CMC4
P56278	MTCP1
Q7L7L0	H2AW
Q9H9E1	ANKRA2
Q8NE71	ABCF1
Q8TEY7	USP33
Q9BZI7	UPF3B
Q9NWY4	HPF1
P56539	CAV3
Q32MQ0	ZNF750
Q96JN0	LCOR
Q96MY1	NOL4L
Q99592	ZBTB18
Q99594	TEAD3
Q9NQ66	PLCB1
P56559	ARL4C
P56597	NME5
Q96IM9	DYDC2
P56748	CLDN8
P56851	EDDM3B
P56915	GSC
Q2TU73	GPAT4
Q86UL3	GPAT4
Q8TDC3	BRSK1
P57053	H2BS1
P57076	CFAP298
P57077	MAP3K7CL
Q8N5C8	TAB3
Q9UBP6	METTL1
P57082	TBX4
Q6P9G9	ZNF449
Q969J2	ZKSCAN4
P67809	YBX1
Q8N752	CSNK1A1L
Q99678	GPR20
P57088	TMEM33
P62263	RPS14
P57105	SYNJ2BP
P57723	PCBP4
Q8NF63	FLJ00318
Q9Y3B3	TMED7
P57739	CLDN2
P57764	GSDMD
P57771	RGS8
P58004	SESN2
P58215	LOXL3
P58304	VSX2
P58335	ANTXR2
Q8NHX6	HCC5
P58505	C21orf58
P59780	AP3S2
P59797	SELENOV
Q14990	ODF1
Q5T686	AVPI1
P59998	ARPC4
Q49AR2	C5orf22
Q9C086	INO80B
Q9Y234	LIPT1
Q8IY42	C4orf19
Q9HC44	GPBP1L1
Q8WW32	HMGB4
Q13875	MOBP
Q6P158	DHX57
Q8N7K0	ZNF433
Q9BR84	ZNF559
Q9BYR9	KRTAP2-4
Q9HBT8	ZNF286A
Q9NP91	SLC6A20
P69891	HBG1
Q05952	TNP2
Q0D2J5	ZNF763
Q12891	HYAL2
Q12901	ZNF155
Q14554	PDIA5
Q15053	KIAA0040
Q15078	CDK5R1
Q32M78	ZNF699
Q3KQV3	ZNF792
Q6P087	RPUSD3
Q6P5X5	C22orf39
Q6UXG3	CD300LG
Q6ZMM2	ADAMTSL5
Q6ZT89	SLC25A48
Q7Z4I7	LIMS2
Q7Z7H3	CATIP
Q86UN2	RTN4RL1
Q86WX3	RPS19BP1
Q8IUB3	WFDC10B
Q8IYX0	ZNF679
Q8N370	SLC43A2
Q8N393	ZNF786
Q8N4F7	RNF175
Q8N5Q1	FAM71E2
Q8NHX4	SPATA3
Q8TAF7	ZNF461
Q8WWX9	SELENOM
Q96I27	ZNF625
Q96N58	ZNF578
Q96S52	PIGS
Q99895	CTRC
Q99944	EGFL8
Q9BSD3	RHNO1
Q9BU23	LMF2
Q9BVX2	TMEM106C
Q9GZP9	DERL2
Q9H2R5	KLK15
Q9H4G4	GLIPR2
Q9HCN3	PGAP6
Q9NXZ2	DDX43
Q9UHJ9	PGAP2
Q9Y5Y2	NUBP2
Q9Y5Y7	LYVE1
V9HW07	HEL-179
V9HWJ5	HEL-S-90n
Q14593	ZNF273
Q8IZ26	ZNF34
Q08ER8	ZNF543
Q147U1	ZNF846
Q5T6M2	LINC00242
Q6IV72	ZNF425
Q6ZP55	DKFZp686G16228
Q8TAB7	CCDC26
Q8TBB0	THAP6
Q8TF45	ZNF418
Q96HQ0	ZNF419
Q96MU6	ZNF778
Q9H9Y2	RPF1
Q9HCP0	CSNK1G1
Q9UJW8	ZNF180
Q9UK11	ZNF223
Q17RD9	LOC200261
Q86TG1	TMEM150A
Q8IV13	CCNJL
Q8NHQ9	DDX55
Q92537	SUSD6
Q08AG5	ZNF844
Q9UBD3	XCL2
Q66K14	TBC1D9B
Q6P9H5	GIMAP6
Q8IVF2	AHNAK2
Q9H0K1	SIK2
Q9Y4P1	ATG4B
Q8IYW5	RNF168
Q96B21	TMEM45B
Q96PX1	RNF157
Q9Y450	HBS1L
Q86WR7	PROSER2
P60842	EIF4A1
Q7Z2D5	PLPPR4
Q86XM6	LPPR4
Q7Z6L0	PRRT2
Q96K19	RNF170
Q9BT23	LIMD2
Q9BY67	CADM1
P60903	S100A10
Q14588	ZNF234
Q5HYK7	SH3D19
Q86Y07	VRK2
Q92496	CFHR4
Q9NRR8	CDC42SE1
Q9UKN1	MUC12
U5YWV7	COX1
Q8NEG0	FAM71C
P61020	RAB5B
Q9HC74	SBBI23
Q9UHD8	SEPTIN9
Q5VW36	FOCAD
Q96DX4	RSPRY1
Q9UHC7	MKRN1
P61081	UBE2M
Q12986	NFX1
Q8N6D2	RNF182
Q9HBD1	RC3H2
Q9ULT6	ZNRF3
P61160	ACTR2
Q96AH8	RAB7B
P61225	RAP2B
Q9NUQ3	TXLNG
Q9UDT6	CLIP2
Q8IVM0	CCDC50
Q9BV94	EDEM2
Q0VGD6	HNRPR
Q6MZS5	DKFZp686A13234
Q8TB45	DEPTOR
Q8WVP5	TNFAIP8L1
Q9BXC9	BBS2
Q6AWA9	DKFZp686A03134
Q8NB15	ZNF511
Q53LP3	SOWAHC
Q6FHW6	TCF2
Q6P0N0	MIS18BP1
Q96N38	ZNF714
Q9HCC6	HES4
Q9Y2E4	DIP2C
Q9Y2Y9	KLF13
Q9Y5Q9	GTF3C3
Q96A54	ADIPOR1
Q9NQP4	PFDN4
P61923	COPZ1
Q8NDT9	DKFZp547P1613
Q96RR1	TWNK
Q6ISB3	GRHL2
Q8TD23	ZNF675
Q8WW01	TSEN15
Q15722	LTB4R
Q6UUV7	CRTC3
Q8N3V7	SYNPO
Q8TEF4	FLJ00243
Q96GE4	CEP95
Q96GQ7	DDX27
Q99550	MPHOSPH9
Q9GZV5	WWTR1
Q9HCI7	MSL2
Q9NYD6	HOXC10
Q9NYF5	FAM13B
Q9UMS6	SYNPO2
P62068	USP46
Q13454	TUSC3
Q14678	KANK1
Q5C9Z4	NOM1
Q5JTV8	TOR1AIP1
Q5SWA1	PPP1R15B
Q5T8A7	PPP1R26
Q5TID7	CCDC181
Q7Z3T8	ZFYVE16
Q8IZ53	C9orf75
Q8NG31	KNL1
Q8NI77	KIF18A
Q8WUF5	PPP1R13L
Q96QC0	PPP1R10
Q96SB3	PPP1R9B
Q9HCH5	SYTL2
Q9UPR0	PLCL2
Q8WVX3	C4orf3
Q13371	PDCL
P62244	RPS15A
P62249	RPS16
P62253	UBE2G1
Q7Z569	BRAP
Q8IZP6	RNF113B
Q8NA82	MARCHF10
Q8WU17	RNF139
Q8WVZ7	RNF133
Q9NXI6	RNF186
Q9Y252	RNF6
Q12912	IRAG2
Q684P5	RAP1GAP2
Q86YV0	RASAL3
Q8IZP1	TBC1D3
Q92628	KIAA0232
Q9UKV0	HDAC9
P62266	RPS23
P62269	RPS18
P62277	RPS13
P62280	RPS11
P62304	SNRPE
Q9Y4Y9	LSM5
Q01831	XPC
Q13769	THOC5
Q969L4	LSM10
Q6ICS7	DNMT2
Q9UFF9	CNOT8
P62330	ARF6
P62341	SELENOT
P68871	HBB
Q9H6D8	FNDC4
Q12769	NUP160
P62633	CNBP
Q9BVS5	TRMT61B
